latitude,longitude,vibe
22.0810549176409,79.01330257987067,urban
24.21154672385489,85.52767186017375,cultural
24.646711251788947,77.30968264140901,heritage
23.9268561501398,77.93994119309492,heritage
27.46613622477301,86.14340484408699,mountain
28.23965677121726,86.07997537543527,mountain
20.58884240532645,78.72905877451734,rural
21.433713934490864,78.68453707329773,rural
23.156952943267136,77.09803159012444,heritage
26.88996423319928,85.43675510416247,mountain
8.577122090072166,76.42106439182135,backwater
25.68705886588415,74.57520693529192,desert
9.512066305797994,76.79631050150394,backwater
24.717886676987032,84.93551653181316,cultural
24.642784211369197,77.40933858052935,heritage
9.724944601868172,76.12943641095649,backwater
8.592452558039275,79.23729447963711,coastal
24.45011195897728,83.2237940521479,spiritual
22.87313391919088,79.23668548377847,urban
20.90232936650282,78.5233947038708,rural
25.671729433354155,74.15579626798382,desert
23.69577884021104,76.95140736886562,heritage
25.768877453643302,80.52940975680623,city
23.47156211964958,86.14026386350054,hill-town
26.95581748008593,74.87868859620838,desert
20.58332293481412,78.00711164325865,rural
16.032841267773588,79.87224699880167,coastal-city
17.342550594537467,84.13538277682908,temple-town
21.95988997104765,77.8675754037932,urban
26.447385014464466,74.88262646979584,desert
24.276297727841097,86.70782393770804,hill-town
15.294314334588776,79.5732198052717,coastal-city
8.53742849024333,78.02810229672718,coastal
24.798543648620285,85.33965435817,cultural
24.595494717530435,77.1789038951478,heritage
26.73731743876964,86.44755500223002,mountain
25.791016283887807,80.9440644650529,city
26.77637952720237,74.15435459927387,desert
15.689625269260231,78.28072896503694,coastal-city
21.76546914318936,79.20503313502853,urban
24.478696711548487,85.57145723164597,cultural
24.976092575644813,81.23009151190774,city
8.81831975342535,78.74563313610346,coastal
24.577299802393465,77.44314316415769,heritage
18.015415750834286,83.31175351457267,temple-town
13.56629607986637,77.75338651371652,beach
23.06799244701149,78.82511697420028,urban
20.8576751352515,77.95466702158909,rural
12.996829895940843,79.8708800502947,forest
14.519264923378744,79.06310497328835,coastal-city
26.61103763691157,74.48752401680777,desert
16.53923119213362,83.98749781572349,temple-town
11.252203100103864,79.19368977953144,forest
8.830036263528019,78.71846841454402,coastal
23.778176566295745,85.51256969952586,hill-town
11.657132629193178,78.56066568231418,forest
13.38916949952566,77.96058346442697,beach
11.190743332458151,78.43253081685535,forest
9.940324201036065,79.52604434177772,coastal
26.41289182943955,87.2030417357037,mountain
12.88193937511272,78.38409104354022,forest
8.5305859741628,79.07565805579414,coastal
24.04847317010057,84.52834739873894,cultural
27.18539507469675,87.51078432429196,mountain
8.838891159995061,76.47818122106618,backwater
9.248726271172565,76.16082176151873,backwater
24.94311970362581,80.99968764978559,city
25.848144260297754,81.69400860554187,city
27.2339461042185,86.65656376775698,mountain
20.40988461595869,78.44840236463241,rural
9.364042904570365,76.6902442983645,backwater
21.60673439015314,79.28594190954927,rural
13.842523713916384,78.26805711347441,beach
27.319619690932832,86.63341583253475,mountain
15.57662990748495,78.7965711292947,coastal-city
7.907371077314037,78.20970065504834,coastal
10.167532860391647,76.4911403933587,backwater
25.588165419109018,82.56010787963267,spiritual
26.33507550149345,80.93800578443025,city
25.45818658282174,82.62512139670184,spiritual
13.25304857975152,77.59136596291012,beach
11.39984328467961,78.29492837577108,forest
22.104568581158848,78.75257612083719,urban
13.78587430803681,78.08732289827296,beach
15.604997540954583,79.34332344301781,coastal-city
24.14990089694656,85.80308511810519,hill-town
8.239676859634345,76.71475573117192,backwater
27.475136538692755,85.96993130115807,mountain
9.523766826569943,77.83213135469047,coastal
8.872784442153378,77.06503917729574,backwater
11.747021149952692,78.74787140293218,forest
14.098715300519745,77.51684482626294,beach
24.05632607129253,85.88198308838476,hill-town
26.23152902816231,74.58691551814464,desert
22.49573863561191,78.96683177917546,urban
8.506526401305855,78.88249406119654,coastal
22.96479775271428,85.91200324578098,hill-town
25.21070156907502,82.07366065413291,spiritual
22.55625980029957,78.97409767597416,urban
16.093853055802533,79.59853982517104,coastal-city
24.6989247471377,86.04770092890031,hill-town
27.28947740386587,74.63198216443199,desert
23.33698095323124,77.28760960147002,heritage
23.61982579718199,85.29475449611584,hill-town
24.038373669617368,76.46185445752293,heritage
27.618669458766725,86.32569320535828,mountain
25.267451166278292,82.91673891599763,spiritual
24.62404780506849,84.99032442235341,hill-town
26.174280722581155,74.31656781956136,desert
24.945108530637174,82.65785708859555,spiritual
8.78638065191516,77.67564782908973,coastal
23.79453568527897,77.41779015521486,heritage
24.227143402512898,77.13469358266906,heritage
9.539454671126023,76.15125376855838,backwater
24.48356918133784,85.29946367427831,cultural
14.035698025231849,77.73425101905964,beach
26.577832758739888,80.20779820368814,city
21.89713927254382,79.08703683082322,urban
17.214657970139086,83.81989826995145,temple-town
14.749344768135362,77.02141901239328,beach
8.587314801095435,79.38552966214864,coastal
27.122385225199185,86.43845255461248,mountain
17.083660449448562,83.41895409920743,temple-town
20.07101446032148,78.45746271090592,rural
14.595044290944614,78.03051764859961,beach
15.137254796741416,77.07934698861763,beach
25.04670152353744,85.55999028667324,cultural
9.297299421247857,76.15437803621322,backwater
24.28501935890506,85.83207170238575,hill-town
23.603358820555272,86.31604068379553,hill-town
23.51239791800569,78.79886116680841,urban
26.538491288450437,74.79017274619092,desert
25.762105029752057,80.3062665351489,city
24.18731271909898,84.34478672631813,hill-town
21.8360157997938,78.59156203283321,urban
20.50677979801052,78.66923388249768,rural
24.2435601704533,86.26968608816222,hill-town
24.49715562812154,84.4726123284074,cultural
8.530200942979679,78.95197767460587,coastal
9.572326810720671,78.47004059194255,coastal
24.012336119895835,77.69740894520767,heritage
24.150595596901777,77.4858909818722,heritage
23.34292204262812,84.72535514539167,hill-town
26.53898579106337,75.328640737145,desert
23.43536327873472,78.1139265242251,heritage
25.594138393512623,83.09835679933751,spiritual
8.23991083033966,79.19905341776277,coastal
13.517493125943274,78.31515260037978,beach
11.107140360034183,78.48146535057143,forest
24.54029146708207,85.61711518886686,cultural
11.138597285012372,79.83201274117962,forest
9.946537261217156,79.21616878605073,coastal
24.08728350792148,85.72750286506778,cultural
9.283308146699964,78.69129382641765,coastal
8.70778017720548,76.8243862403928,backwater
21.45797517438089,78.4106938366446,rural
26.4178532725714,74.17936637828086,desert
25.1616543438723,83.98421984938791,spiritual
23.297425557987413,84.71318356229757,hill-town
17.040323378421142,84.58918806011626,temple-town
24.366366270986173,84.8705569907122,cultural
26.37104236663907,82.68547576342584,spiritual
11.62170864510905,79.65209951951488,forest
25.23011598164291,83.49672006010464,spiritual
19.889528798060404,78.39340569833577,rural
11.829542655257214,79.3692599055386,forest
25.256558056014303,81.8776282545963,spiritual
18.042370333192967,83.64970191500096,temple-town
23.13078187223889,86.07479577890545,hill-town
13.349151073422922,77.82113503880592,beach
8.999650531538332,79.52202942867466,coastal
26.905116259484767,86.84013920695509,mountain
21.86215302818653,78.80138165167527,urban
12.2729692894541,78.42615849155723,forest
25.540494548859325,80.95408534208775,city
25.15036731962125,85.63886068434614,cultural
24.270564946913904,77.79980232303389,heritage
23.20042371331631,77.74779018101995,heritage
11.12037179890688,78.22884894353031,forest
22.28644366389799,78.54820035893754,urban
17.017541871903333,83.73928309496046,temple-town
19.23104492197053,79.28086092316293,rural
22.51086120815791,78.01512366172496,urban
19.64394580909897,79.01718911814221,rural
13.902104249354522,77.47705226741525,beach
24.063302046152117,85.75759665695756,hill-town
17.252247044739196,83.04609228288687,temple-town
25.07415044164061,85.16180995495714,cultural
9.36755320474895,79.17929281210203,coastal
25.608412249669268,81.44843729878981,city
9.443140860589494,79.70720722014838,coastal
25.981678310447897,83.81509179267005,spiritual
22.55518795262838,77.69368451796191,urban
25.240596158480383,85.02127432700527,cultural
16.002527107701265,78.84238156389765,coastal-city
23.296721476276243,79.02633204088575,urban
24.20071415024092,85.84734811483216,hill-town
25.10849127683853,80.80434013530811,city
11.341442536137778,78.8848960774983,forest
23.359764022951197,77.85731574653263,urban
20.58693050725107,78.23563299736799,rural
24.745211513887828,85.82292613739483,cultural
23.201650944253952,78.47429105250191,urban
24.952442228664346,85.60822733400111,cultural
13.72996610293515,77.77924446809975,beach
22.528992664088047,79.10121953886078,urban
26.131331829117578,80.73117742137342,city
15.515569593955773,79.46042656593809,coastal-city
22.11908812590793,77.44533176762239,urban
23.7259942486023,85.92115160198661,hill-town
25.60161456823166,81.20806572480093,city
27.64759773032729,86.73039824420133,mountain
25.497078220325733,82.99692906928856,spiritual
17.303774033948695,83.6786179479389,temple-town
8.15438624431596,78.89667768125244,coastal
24.869404240200826,85.2245361766268,cultural
8.613216376067609,79.04671805731847,coastal
11.140718873364904,78.40767514845807,forest
23.850149788538697,78.44818392017451,heritage
22.2981006806579,78.64887706159725,urban
9.397317218610953,75.96866548413975,backwater
26.068975843022635,81.89406269336078,city
11.703490088499574,79.5326213025664,forest
9.465643948157169,79.13269531128022,coastal
24.33707342356727,77.35851216090118,heritage
25.22311640646651,80.85466943374057,city
26.346292670663043,74.68416185140258,desert
20.067513154767862,77.55382069612781,rural
21.72449999729818,78.96315508137684,rural
20.65641941634284,79.00008895632597,rural
8.845973856999194,76.82948037202688,backwater
14.14267248329922,77.00193394416051,beach
8.586296779052365,79.68860943336017,coastal
23.5190573592149,77.01417997496995,heritage
12.281742621657171,78.11392665355507,forest
11.476501719051246,79.76867263110996,forest
9.271646858361354,78.98715716546772,coastal
24.40352923066522,77.20429644029684,heritage
17.33596841759681,83.98540766327828,temple-town
22.46717672696391,80.01020968409304,urban
24.30042432401026,85.16862328777181,cultural
24.67177733577133,80.28614736266418,city
15.688952168633396,78.46733560993005,coastal-city
20.593004375113285,78.19638138114036,rural
11.425652446272212,78.53924395891629,forest
15.485147290497412,78.51042739984062,coastal-city
17.577067570781193,83.70382300108011,temple-town
19.90757398195233,78.55284141235857,rural
25.82413743906211,80.61699337480307,city
26.207448705981538,73.15853907834106,desert
9.512904716637998,76.08613093998407,backwater
26.310781916147818,75.04417521449392,desert
21.091796677203615,78.9206208153956,rural
22.64948793156768,79.26199770173487,urban
18.16573364836393,83.70623168365744,temple-town
22.254202973485576,79.75906031453187,urban
15.209566938067294,79.76743846995824,coastal-city
17.159178698697023,84.2050636587635,temple-town
18.95944429844518,78.32854257083075,rural
10.239041141342035,79.16811429936247,coastal
27.51982776431159,85.72950937588061,mountain
9.070998829898638,76.58714705936384,backwater
24.45423545746455,86.01781007832271,cultural
26.543113354737287,74.34769498002778,desert
23.05180276639531,85.601570607407,hill-town
18.06935959286121,82.80561854712687,temple-town
13.7207379987375,77.87207544571665,beach
15.07374154138569,78.60137697696125,coastal-city
23.969324164645798,76.4533551998689,heritage
25.043563533377583,83.58983756714466,spiritual
24.061744560445515,77.30017999821881,heritage
23.55709023451853,77.18873845590116,heritage
17.976123801887073,84.09830331658225,temple-town
26.02119965537089,74.41057099139061,desert
17.03961433968377,79.4741927874224,coastal-city
12.567530625354522,79.05555505411108,forest
23.23633377427012,86.60548121900916,hill-town
8.540206047135591,79.98239782543165,coastal
24.2697154162993,85.51891612430992,cultural
15.444027853535344,78.93806634110683,coastal-city
25.358959100931592,83.67898099765097,spiritual
14.548396319203306,76.89819960057223,beach
22.906421621925382,78.64803796207698,urban
17.945622983997737,83.21748272348293,temple-town
23.775936519797863,85.68530162077766,hill-town
23.676465079083968,86.02109583464537,hill-town
17.854543638316766,83.2044778728204,temple-town
13.816579814299471,77.69136370220842,beach
11.952414305772974,79.0709356083867,forest
24.802351877287,86.52272507252945,cultural
25.976240046037944,86.20103097387357,cultural
23.93958911691812,85.92605217116433,hill-town
24.40460166191168,85.99101379668889,cultural
24.9662225200894,82.58685705750898,spiritual
15.56296741975509,79.52237480492416,coastal-city
20.75398570622868,78.68551308465909,rural
12.893924012394242,78.40310482705705,beach
25.439940962743677,83.0466574026678,spiritual
13.136328422893891,78.58358706719095,beach
13.303192607273829,77.10892456703858,beach
23.567675355001565,77.29609020882494,heritage
27.104639780427924,86.70760796867636,mountain
12.328216621232658,79.13278825100024,forest
26.24721774489182,73.61920171568053,desert
12.198797836891854,78.31911084960089,forest
13.622216696961424,78.40585807685979,beach
26.49650493439465,74.00263041810437,desert
26.946016954955336,72.96536585644196,desert
17.471016875372246,83.2673799447417,temple-town
25.77872320464597,81.75028503108086,city
25.770229700746977,82.82033646345711,spiritual
16.168338378281646,79.31325670356287,coastal-city
25.466395448395502,74.8298933585394,desert
15.453195840218036,79.27271203298659,coastal-city
20.16343339980221,77.326267488406,rural
19.5743496121057,78.28738519521514,rural
13.55873252301777,77.74141155908153,beach
25.328051113255743,81.40839472764165,city
25.36806839586757,83.540794636282,spiritual
23.01072461831603,78.78844689427156,urban
9.129935351488651,78.7627880252686,coastal
26.61573020958454,75.31700625319834,desert
18.655060264406742,84.45653546048713,temple-town
12.161269764223894,79.48540945326249,forest
17.838795282251116,84.1454479906374,temple-town
22.41276080090328,79.36313044529572,urban
9.056052200730424,75.98842811679148,backwater
16.841133460299048,83.10953271491826,temple-town
17.531370762582505,83.67239347051903,temple-town
26.320851308114587,74.58116057784997,desert
13.33525599783184,77.1582716198101,beach
25.83371851964246,81.02074635380086,city
22.0652978258298,79.21937220356814,urban
22.03908497503977,79.30543497593085,urban
12.058929170673274,79.39431653675821,forest
13.85350848652068,78.36887123368716,beach
24.4622223504334,80.45550394764511,city
14.199337577920172,78.19655356869482,coastal-city
24.93800584797377,78.39470274711093,heritage
27.24854277123785,86.64234140705582,mountain
11.6386011987004,79.96558634027228,forest
9.94652058332232,79.40512666425671,coastal
9.07820825982961,75.96809711811638,backwater
21.89167141077192,79.98061066454618,urban
26.771271802040754,74.53394105043198,desert
24.47804478618814,82.91978333083851,spiritual
17.67357493457276,83.83331515717195,temple-town
14.588455796297293,79.2744343004705,coastal-city
9.546073329452954,76.80416558801497,backwater
11.848651787792486,79.62705045987276,forest
26.433998343841893,86.90320089198775,mountain
20.404215539429973,77.01400237453612,rural
9.645156781535947,76.61468953474444,backwater
25.08708685970958,82.75728367168848,spiritual
24.67872869111344,76.91277461937135,heritage
19.536378696647063,78.88016997932068,rural
24.347422151699075,85.61658895730365,cultural
22.349413458285632,77.55705073088075,urban
23.535302899299573,85.34881522236499,hill-town
27.59201313993153,86.44115107504665,mountain
13.607468372496262,77.31715899719494,beach
20.55051449770868,79.17478178312703,rural
25.495790257901145,80.29524886935492,city
26.99655570208061,86.08583105504631,mountain
11.761926169972662,79.25768019824177,forest
9.52291182177293,76.69976780116613,backwater
22.762309449912728,78.87199811143728,urban
26.87739083945704,81.25111991350961,city
22.212836763990087,78.50468763592684,urban
26.776653344657785,85.99472988358185,mountain
26.36323422405868,74.52411648346371,desert
24.44948355017192,85.30441281336157,cultural
15.09413647906053,79.73382049430707,coastal-city
23.686398142401007,85.26549868734405,hill-town
23.813875769536946,77.38485442558724,heritage
10.03735144560978,75.98651847283857,backwater
15.46564613901635,78.98974457228745,coastal-city
8.40781952117999,79.79892830965042,coastal
23.475775297320425,86.80384821746173,hill-town
23.62415710225898,78.66566513020949,heritage
15.376466255040915,79.84268805357463,coastal-city
25.3230914462912,83.69189700888386,spiritual
25.995443023928264,74.60087034370115,desert
17.415585279485345,83.46754089477422,temple-town
8.237804002804115,77.83438572232957,coastal
26.47861570842369,75.13569902945989,desert
25.340041694989555,81.24762299812524,city
22.93383667507597,78.32414340579173,urban
17.72025853740716,83.7165467563154,temple-town
8.972945146355652,76.69698066153336,backwater
11.199933041578,77.73782199018471,forest
23.673156906582317,77.31655585986034,heritage
16.402717607032237,79.06633823849232,coastal-city
13.949753564921949,77.31279367159536,beach
15.64503335266,79.09982659186313,coastal-city
20.91090869175419,78.55175051655199,rural
26.639545179093812,86.48915818598508,mountain
24.52224766644213,86.12564587265865,hill-town
26.061721089944083,74.62999957783865,desert
24.463961257988966,77.84863393341568,heritage
25.48147323497597,83.26598453667614,spiritual
23.31802798233456,79.4476783015113,urban
22.857538639526133,86.18798477068522,hill-town
26.232322094211685,87.11360819271316,mountain
24.13012145654426,86.02131239559311,cultural
17.70610305065459,83.63173940054511,temple-town
25.01686959422049,83.82728382020949,spiritual
15.3491458773053,78.75960294596118,coastal-city
8.892498011902028,78.81490852507967,coastal
13.312927097714931,77.25400529438514,beach
20.955469910107105,78.14289550327642,rural
17.658686848621603,83.25506554107184,temple-town
25.735320512850944,75.06137117302414,desert
25.93454450535165,74.54987870459297,desert
15.308789625426217,78.99545903468872,coastal-city
25.290419543154645,80.51754644248886,city
26.83266816623724,74.44760003981223,desert
9.67732708560172,76.8524771341526,backwater
12.539076457822162,77.81731366754542,beach
23.759169951905,85.59854220248266,hill-town
26.058390114617367,85.88429943496614,mountain
13.399249381360317,78.0720121480134,beach
9.341369583401397,79.11772013189562,coastal
11.04997479178475,79.7431286617815,forest
25.727271548529878,84.2757131493752,spiritual
15.555992366397524,79.49174697978398,coastal-city
21.76237812045879,79.13153249054578,urban
25.44290122931916,81.25984475309936,city
26.058223689434957,73.83750911719784,desert
13.56563434013388,77.53193655802582,beach
24.037598406154757,77.2454643881192,heritage
22.752454686576037,78.88592667746265,urban
17.133249210551938,83.57514480776345,temple-town
17.909801154928196,84.04885418077171,temple-town
14.741766453701564,79.27045635469156,coastal-city
26.24002166140697,74.04211634264816,desert
25.19629047629986,82.49489419964938,spiritual
20.42551898687868,79.0457293176283,rural
14.886297117554143,78.85864674410506,coastal-city
13.654059039206787,77.13868104767832,beach
23.522318347959107,77.99205827689798,heritage
23.21417657339917,77.36269723451619,heritage
25.044947439532795,80.58927912116232,city
27.401741086659424,86.24385961578338,mountain
24.4700531808831,80.64039489022569,city
9.114106339432006,77.3116221461211,backwater
25.71324666255039,80.61497866586406,city
24.703129776143747,85.30205812581072,cultural
22.21647343071925,78.11184801526102,urban
24.336325448062865,76.60497906227269,heritage
24.42534443989349,85.27003407679935,cultural
22.16557542595414,78.20989896487573,urban
17.3885540007561,83.19039657167443,temple-town
27.02881953476149,85.93516655853254,mountain
11.92459710893071,78.65693818843135,forest
9.27880872459084,77.46486495678994,backwater
26.39470612146869,81.09942068618051,city
22.817062390717897,79.62879899849948,urban
12.806360320881922,77.82912804488736,beach
15.920332232441794,79.48153431920858,coastal-city
24.62557994491133,84.25143452119492,cultural
15.509800430563695,78.76282539040163,coastal-city
25.51211879521688,82.7838809689039,spiritual
24.21995507012196,77.11049835273792,heritage
17.43133950396647,83.73227945155645,temple-town
16.78619006358151,83.24448387741921,temple-town
25.99704398816016,75.13759015041835,desert
20.66655236160403,78.8566929642528,rural
23.827057456633103,86.32523836552691,hill-town
18.06923352718208,83.34709544730347,temple-town
25.309181638133285,83.88492761067143,spiritual
24.689087906795734,84.80123400837797,cultural
17.935693920370777,84.34054642332178,temple-town
25.277442134970624,81.24882845725656,city
20.383778791655864,78.14887053684289,rural
12.49651336443742,79.2778049728083,forest
21.9536610443102,78.18640709127645,urban
17.149926097032672,83.6829334344097,temple-town
25.545190336414688,74.06818488717992,desert
20.203930053373167,78.94106259858467,rural
25.51341744530053,85.80391538549327,cultural
8.841920838891895,79.63934131990167,coastal
23.806867205319623,86.14262864236667,hill-town
14.27342715661006,77.88467364249509,beach
17.078705840575786,82.95202029991754,temple-town
22.179532338853665,78.63288411973501,urban
16.92951505762149,83.66225078980095,temple-town
20.095670976262664,78.10088193281051,rural
23.64597241926851,86.91044297456261,hill-town
27.202331024207638,86.7512437398796,mountain
17.12444930525496,83.56438699353987,temple-town
17.676481177849695,84.29348881487158,temple-town
9.450259699344992,76.89654411291927,backwater
13.448833195302043,77.89482318888861,beach
27.37690845002889,86.59572599052501,mountain
10.37652380043523,76.3776924918077,backwater
16.94123917266915,83.28208164356019,temple-town
23.47467466177453,77.68194412473011,heritage
27.174793104769005,74.13340508105547,desert
17.513788689620885,84.40546484930913,temple-town
27.264723483003188,85.48461881695782,mountain
26.736991245200567,86.16609939713423,mountain
15.395320409184908,79.22491008151317,coastal-city
11.774256900361562,78.30220324084593,forest
24.3444959337626,86.16958057154808,hill-town
25.34134519636056,85.40154752412617,cultural
22.123639594145075,79.24993620711439,urban
22.8346872635199,78.29949729454734,urban
27.499443298370224,85.87632502073482,mountain
24.80272586280611,85.09599341858666,cultural
15.727978544325062,78.73746614987287,coastal-city
25.9149714425771,74.7299341006242,desert
15.42098187807066,79.09054050165723,coastal-city
25.970304238996007,74.08465096826494,desert
12.98373454651866,79.15803128187609,forest
24.909686676007784,82.49201240638281,spiritual
25.632614365970262,81.71047072256248,city
8.845105367275334,77.98960097968991,coastal
23.657422967755263,85.3181899633989,cultural
17.30612988382114,83.94324367251926,temple-town
24.458932103885463,77.32519144140693,heritage
9.33752057123824,79.22027368764304,coastal
27.272825376659945,86.53170555501288,mountain
22.74333173253599,78.76133145663411,urban
14.148440452900305,77.89234047213748,beach
20.387121774296556,78.16171447791835,rural
10.780343826335155,79.09109320517955,forest
27.35339902937211,86.46778897235339,mountain
25.698674620979343,82.83386568655956,spiritual
24.15399278681281,85.11852967621559,cultural
24.655440126742388,85.16508243533144,cultural
9.54559069294996,79.48763186944817,coastal
26.56727638925309,74.72783733854992,desert
24.18491891441251,80.76193002381146,city
23.9964718049293,85.57230312908044,hill-town
14.874755245407217,79.00461162879219,coastal-city
23.47332837121936,85.69013937439459,hill-town
8.942394992818421,78.35007453794793,coastal
24.267996828719376,83.39368404538713,spiritual
17.1540470593621,84.46615849293836,temple-town
24.884630058083857,82.15015185047628,spiritual
16.591921161593913,84.1723604635219,temple-town
21.664519638951337,80.06206183163113,urban
24.773614659328764,85.16323474722687,cultural
12.189928511495523,78.5219204660356,forest
13.617809729863191,76.9776823988453,beach
13.538635619219436,77.61338616899731,beach
23.364514802475,86.31681953982697,hill-town
23.45850388562871,77.46598665300107,heritage
11.698475934921095,78.64816541643472,forest
22.93497556830921,84.81644973173718,hill-town
26.63682167198155,86.36026451425435,mountain
25.841037559558814,80.83013865960262,city
26.731831125176537,86.37569739373724,mountain
26.022025217443097,80.68329870435934,city
12.992943546105785,77.61071296777651,city
25.527492334939627,81.13373347259704,city
25.1550551221442,81.25704654606795,city
22.55377558981556,85.79722562160359,city
25.77127955161638,81.8402685746382,city
12.972354269855119,77.60753968924907,city
25.04303236701211,80.58298127370294,city
25.19557785177686,80.57644361417535,city
25.68744406076482,81.11804382953619,city
22.562881518050144,88.35853530775013,city
26.060167809743785,80.83950359598275,city
24.658025600198147,80.365803931851,city
32.73433952148588,74.8454236411054,city
25.08665175206959,80.61675312286258,city
25.55136387527986,81.21215313386631,city
26.349874674197018,80.94112771329992,city
25.14754288454138,81.26701255032512,city
22.561006529738794,88.36783870177005,city
26.575243126108415,80.18570294793776,city
25.82792793958332,81.0175453662567,city
26.107206583966025,81.8441346771823,city
25.523876747459322,80.4904894912517,city
26.563841435783946,80.20668234038865,city
26.186668124194806,80.88184787514199,city
22.576249436263552,88.36648468299943,city
25.795024293040807,81.81298934154074,city
25.597569428458137,80.1221500856653,city
25.76669837066762,80.29981081719875,city
32.728922657803516,74.86893635482436,city
25.23730977594541,81.35642574856286,city
26.223688858938907,81.23960130345752,city
25.97446267633928,80.85510303863103,city
26.861423176579557,80.94017667451749,city
25.472780868859576,80.57056635818061,city
26.840787763520254,80.93737254572123,city
26.02473519135208,81.36607556201398,city
25.60100910385362,81.45214160403924,city
25.611834258837053,81.45113019321322,city
25.52865626472889,81.11845520509755,city
25.48946325945864,80.27930599996823,city
26.21355785604197,80.61094403042674,city
26.058233295698404,81.8919773542411,city
24.761550333892885,80.87854822299386,city
25.275382163841577,81.22299490590039,city
25.317328314005337,81.41699586918935,city
25.40809736431171,81.61573312692931,city
25.31365404105491,81.39043438006851,city
26.180165471064726,80.61798512156315,city
26.44442684439318,80.33977523578898,city
25.862812355196112,81.3268547201701,city
25.77121357870339,80.29887593212997,city
26.228144689960466,81.24845026379393,city
26.195874230469478,80.86732547432277,city
25.59548365795489,80.1123212795525,city
24.86172543451584,80.00157253991401,city
22.572035623232416,85.80539950010952,city
26.63804855300085,82.07351491068849,city
25.904620988275546,80.90264295216684,city
24.91741664697002,79.8412694318259,city
24.900210945959348,81.34542652688037,city
25.702057495041693,80.61900550950773,city
26.056083893925965,81.20159366449546,city
25.05897948702827,80.58546147422516,city
25.519998347448038,80.4933680250605,city
25.344975514411203,81.39306511509139,city
25.407531947048064,80.48858262194553,city
25.718758872112247,80.60556629266645,city
25.602038761265163,81.4497177204617,city
25.533000048859442,81.99277369637548,city
25.241474701338507,80.84170396723016,city
25.805377114989287,80.61734034959002,city
25.761041514071785,80.17038600968714,city
26.46633541590155,80.33019489623656,city
25.156107157137765,81.28418021402989,city
25.404799250290544,80.50220035230845,city
25.787661225542006,80.94487964050799,city
25.43140182172977,81.26869664403698,city
25.42231053155507,81.44407734568027,city
26.066814134428537,80.8282230137338,city
22.545502862543593,85.78769198180392,city
24.934960547912617,79.867719899378,city
22.57257386631134,85.80967095903137,city
25.060531150913345,81.1739186125562,city
26.23141138684317,81.22863899388771,city
25.85777478774977,80.82577716555657,city
25.22570020674475,80.83926189623551,city
25.78478417717571,80.13742964248536,city
25.81038856746859,82.04865868371083,city
22.580625706960284,85.80594746977921,city
24.88757285993187,80.89104110864814,city
25.583231587924192,85.13978959759157,city
26.574482776262084,80.21653946225233,city
26.202223649358793,81.68473128988211,city
25.49614182674804,80.54721004915352,city
26.21686316809818,80.56392480397678,city
24.938074047282452,79.86708810218475,city
25.311949485836262,80.27714606021227,city
25.810287378974177,82.04809879189436,city
26.067674005557667,81.90626452262235,city
25.213425468466237,80.8602844866538,city
24.891674653994812,80.8653483165711,city
24.66041700330341,80.29660498753313,city
26.585259320302644,80.22121188255281,city
25.448516008028903,81.24629571149822,city
24.885931223397286,81.36233927749821,city
25.72229499441651,80.98749590623397,city
25.240109943631257,81.35378851663977,city
26.444020273126394,80.33183560675246,city
26.045927277050065,81.37122760699275,city
32.718305633447066,74.85446166434775,city
22.57211179386173,88.37732166637339,city
25.395571310992683,81.25954447793758,city
25.549313094102605,80.95579600767634,city
32.73158632381814,74.85008742226158,city
26.127412375506843,81.39862817866995,city
26.383170140081646,81.09557451117037,city
24.46407373100106,80.46934856784272,city
26.227935430560347,80.55604000521116,city
24.914473586133095,79.86002206380009,city
25.58135259841666,81.20195169167003,city
25.39998877395024,80.50487977288269,city
25.78749656461865,80.59894719114354,city
24.659705806170372,80.38693160533153,city
25.777466394191382,80.3063260998133,city
26.354552440343145,81.49134942029495,city
25.307092105210288,80.29004159797154,city
25.76991991795615,80.52990990772352,city
26.123511856492364,80.72005099345574,city
25.042743230813045,80.59085443961156,city
25.3795136879108,80.29087096450979,city
26.85013629070022,80.95820840056795,city
25.389988998119275,81.26745053072956,city
25.558103573537657,81.18367836130031,city
26.378759686476357,81.11074529783326,city
25.82420825074584,82.05382565101492,city
25.107790201890648,80.80984606315789,city
25.85065354082635,81.70829027605825,city
22.58969315817903,85.78788094975532,city
25.794110313075137,81.80827644450288,city
25.522536627031243,81.26157579935457,city
24.932337700120634,79.86907072146319,city
25.014744885513085,80.82856999959813,city
25.396637677373057,81.59144345898098,city
32.73638141243245,74.85436374684924,city
26.08266384660987,80.83676878196134,city
22.576533572056704,85.80563959387896,city
25.502071917745223,80.29377839851239,city
24.89249342812137,80.87977105324319,city
25.99976173981126,80.68887325217064,city
25.60779235738917,80.72342524529859,city
25.86549280094995,81.31988584989314,city
17.365815184168046,78.46870221241889,city
22.575667437061284,85.80770117678301,city
25.631396574379878,81.70819597283224,city
25.97098356414598,80.85437110314467,city
24.181848766846848,80.75978277202404,city
26.372077427918963,80.82957501713328,city
22.582619036840132,85.79177907144378,city
26.861476709280335,81.24703107618579,city
25.823588035181576,80.61348714636021,city
25.522873760830166,81.48865110233795,city
25.39581483455459,80.5020235359432,city
25.179245506427204,80.58546031999701,city
25.59869830337792,85.15327226051197,city
26.117284961780307,81.83993414771717,city
